id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19148658,Central 1bedroom aprt with city & sea view,132745565,Maria,,Σητείας,35.20676,26.10739,Entire home/apt,35,3,10,2018-09-05,0.43,2,0
19149902,Kyriaki's cozy maisonette,133261047,Κυριακή,,Χανίων,35.51639,23.92422,Entire home/apt,85,1,0,,,3,299
19150286,Villa Spiros,133075478,Spiros,,Χερσονήσου,35.30256,25.40667,Entire home/apt,150,1,1,2017-09-20,0.05,1,354
19156384,"Chania CENΤRE,cosy flat,100m2,traditionnal+PARKING",56580867,Anastasia,,Χανίων,35.51287,24.03039,Entire home/apt,55,2,12,2018-09-10,0.51,1,56
19157305,"Quiet  3 bd house,walk distance from the beach!",54450768,Fani & Despina,,Αποκορώνου,35.35043,24.29769,Entire home/apt,100,3,6,2018-09-12,0.26,37,49
19157662,Casa d'Irene,133952746,Irene,,Χανίων,35.54293,24.07244,Entire home/apt,70,2,0,,,1,179
19158788,Victoria's House,72894849,Niki,,Φαιστού,35.02812,24.76028,Entire home/apt,100,6,3,2018-09-23,0.14,1,90
19159089,New Modern Luxury Cozy Home,3347018,Giorgia,,Χανίων,35.50552,24.04793,Entire home/apt,60,3,26,2019-06-22,1.07,4,287
19159264,Gregory Villa avec piscine privative,55522908,Angelina,,Χερσονήσου,35.3078,25.2549,Entire home/apt,215,3,9,2019-06-23,0.73,5,321
19163671,Alicia's beach flat I,2344395,Alicia,,Χανίων,35.51486,24.0281,Entire home/apt,29,2,19,2019-04-24,0.79,5,196
19165045,A beautiful holiday house,134028379,Μηνάς,,Χερσονήσου,35.32964,25.29775,Entire home/apt,75,2,15,2018-10-07,0.63,2,320
19165180,"Shalom, Deluxe -Old Town Chania",38217990,Stella,,Χανίων,35.51627,24.01735,Private room,76,1,2,2018-04-01,0.13,7,113
19166403,"Rethymno lovely Cozy Apartments, Venus Apartments",134039705,Dimitrios,,Ρεθύμνης,35.36329,24.52419,Private room,33,2,12,2018-09-24,0.50,2,358
19167622,Casa al Bocca del Porto - maisonette,134046886,Eleni,,Χανίων,35.51804,24.01552,Entire home/apt,95,2,0,,,2,135
19168987,Villa Petrino Mirthios A,133511170,Thomas,,Αγίου Βασιλείου,35.19866,24.40332,Entire home/apt,50,2,8,2019-05-06,0.33,2,357
19170140,Neapolis Rooms,75415185,Valandis,,Καντάνου - Σέλινου,35.23206,23.67831,Entire home/apt,31,1,21,2019-06-06,1.00,5,240
19173197,Luxurious modern house with great view,132333394,Νίκος,,Χανίων,35.53349,24.05138,Entire home/apt,39,3,9,2018-09-30,0.40,1,35
19173457,Luxury Designed House in Crete near the beach,132448371,John,,Φαιστού,35.02362,24.76104,Entire home/apt,97,2,11,2019-06-12,0.49,2,160
19174210,[BEST] Unique Colorful Apartment@Sitia Center*A/C!,36783873,Katerina,,Σητείας,35.20926,26.10646,Entire home/apt,44,1,51,2019-06-03,2.06,12,140
19174260,"Crete, small country house with two courtyards",134095624,Panagiotis,,Αρχανών - Αστερουσίων,35.19355,25.20336,Entire home/apt,35,2,56,2019-06-10,2.39,1,293
19174725,Made with love city apartment,134098847,Evanthia,,Ηρακλείου,35.33948,25.14565,Entire home/apt,72,1,57,2019-06-25,2.39,2,124
19175440,Thia-Maria Traditional Wood-Stone House,134104988,Maria,,Σητείας,35.16578,25.94812,Entire home/apt,50,3,12,2019-05-06,0.53,1,356
19178821,Farm House View breath away - Ecologist location,134131315,Fotini,,Αρχανών - Αστερουσίων,35.25399,25.16894,Entire home/apt,108,3,13,2019-04-13,0.54,2,363
19181227,Marianna n' Stelios apt. in Chania center,134158154,Theodoros,,Χανίων,35.51333,24.02377,Entire home/apt,150,3,7,2019-06-01,0.32,1,35
19183597,Villa Ampelia,32021317,Kostis,,Σητείας,35.20467,26.10661,Entire home/apt,100,2,0,,,2,358
19185305,Maro's Village House. Private & Serene Stone Villa,1653525,Nikos,,Πλατανιά,35.47671,23.86973,Entire home/apt,55,3,14,2018-09-28,0.60,105,332
19186194,"Villa L2/ luxury, pool, 100 meters from the stores",72711523,Holiways,,Χανίων,35.51228,23.98062,Entire home/apt,260,3,0,,,88,310
19186414,"Villa Paleloni-private pool, bbq, mountain views",94480454,Maria Anna,,Αποκορώνου,35.41769,24.23917,Entire home/apt,220,2,1,2017-09-06,0.05,2,302
19186727,SUNSHINE APARTMENTS #2,133769701,Γιάννης,,Χανίων,35.51085,23.98132,Entire home/apt,30,1,1,2018-10-03,0.11,3,332
19187433,Sea Pearl - holiday house at the beach,17553365,Heike,,Φαιστού,35.08211,24.7397,Entire home/apt,129,4,14,2019-05-30,0.62,25,197
19188168,South Crete Caravan Holidays,134219798,South Cretan Caravan Holidays,,Φαιστού,35.08368,24.74007,Entire home/apt,85,3,0,,,1,174
19188812,(A1) 2balconies 2bdr-7' to beach+OldTown,26034388,Stelios,,Χανίων,35.51232,24.01332,Entire home/apt,70,3,30,2019-06-16,1.26,17,309
19190257,"Chara Villa, 3 bedroom villa with air conditioning",134230341,Nicola,,Αποκορώνου,35.40061,24.22572,Entire home/apt,83,4,10,2018-09-10,0.42,1,301
19192752,Koumpe Blue Sea View Apartment (2),90812674,"Maria, Rita",,Ρεθύμνης,35.36373,24.46151,Entire home/apt,53,5,19,2019-06-09,0.82,3,314
19193156,Smart Luxury House,123701601,Rania,,Χανίων,35.51631,24.04296,Entire home/apt,200,3,21,2019-06-26,0.92,7,177
19195131,The Blue Apartment1,133723193,Kostas,,Χερσονήσου,35.31895,25.39218,Entire home/apt,15,4,9,2019-06-23,0.72,4,312
19195404,Angel's Luxury Apartment,50661972,Aggelos,,Χανίων,35.47675,24.06088,Entire home/apt,60,2,29,2019-06-19,1.20,1,135
19195715,"SeaFront, 2-Bedroom Apartment, near Chania Center!",115195218,Michael,,Χανίων,35.51241,24.00299,Entire home/apt,55,3,11,2019-05-06,0.46,6,94
19196720,The Blue Apartment2,133723193,Kostas,,Χερσονήσου,35.31922,25.39118,Entire home/apt,15,4,1,2018-05-08,0.07,4,321
19201695,Stratos Villas (calmness),42371856,Nikolaos,,Αποκορώνου,35.39059,24.12018,Entire home/apt,55,2,21,2019-06-21,0.88,3,303
19201807,Villa / Pool / Sea View,134342462,Nikos,,Χερσονήσου,35.32699,25.34548,Entire home/apt,180,4,0,,,1,159
19204291,Elegant & New Family friendly Home,1653525,Nikos,,Χανίων,35.50512,24.02628,Entire home/apt,115,4,5,2018-08-28,0.22,105,18
19206400,Ai Giannis Sea View 2 Bedroom Apartment,133697116,AiGiannisCrete,,Γόρτυνας,34.94167,25.0526,Entire home/apt,70,2,2,2018-07-30,0.17,1,178
19207545,"Kalathas sea, spacious sea view appartment 4",134397526,Angeliki,,Χανίων,35.55036,24.08163,Entire home/apt,60,6,5,2018-08-29,0.21,2,161
19207711,Serenissima House,134399112,Ioanna,,Μαλεβιζίου,35.33596,25.09104,Entire home/apt,64,2,13,2018-09-05,0.53,1,0
19208201,Sea Star-seafront,133977575,Μανωλης,,Πλατανιά,35.54669,23.73002,Entire home/apt,125,3,34,2019-06-20,1.46,1,168
19208278,Enali Villas Mirti,123179804,Nick,,Κισσάμου,35.49783,23.64804,Entire home/apt,200,4,0,,,2,283
19208488,SUNPE HOUSE,134404759,Κυριακη,,Χανίων,35.5271,24.055,Entire home/apt,95,3,0,,,1,1
19208948,Marilia's House,134410617,Ioanna,,Πλατανιά,35.53634,23.78941,Entire home/apt,85,3,10,2019-05-15,0.42,1,53
19209578,"Cozy home, 8 min by foot from the sea!",134417350,Georgia,,Ρεθύμνης,35.3686,24.53621,Entire home/apt,86,4,7,2018-09-09,0.30,1,157
19209637,Into The Blue Apartment,134417120,Irene,,Χανίων,35.51432,24.02686,Entire home/apt,85,2,19,2018-09-15,0.80,1,129
19214483,VILLA STAFIA,134395544,Evstafy,,Χανίων,35.48355,23.971,Entire home/apt,300,1,0,,,1,122
19214563,Youktas Villa with private pool,134473404,Giannis,,Ηρακλείου,35.25273,25.13284,Entire home/apt,250,4,2,2017-09-12,0.08,1,324
19215834,Lovely  apartment with magnificent mountain view,102812390,Teo,,Χερσονήσου,35.31897,25.39107,Entire home/apt,50,1,6,2018-08-13,0.25,2,163
19216515,Artistic Private Pool Villa with gorgeous Gardens,1653525,Nikos,,Χανίων,35.5219,24.05041,Entire home/apt,220,5,22,2019-06-21,0.91,105,311
19219306,Villa Erato,134517615,Leonidas,,Μαλεβιζίου,35.36689,25.03063,Entire home/apt,75,2,4,2018-08-29,0.17,1,336
19219370,BARBIE MEZONETE Studio 3,111444697,Βαρβαρα,,Ρεθύμνης,35.36518,24.48266,Entire home/apt,30,3,12,2018-09-09,0.53,4,95
19221866,"Kalathas sea, spacious sea view appartment 5",134397526,Angeliki,,Χανίων,35.54964,24.08106,Entire home/apt,59,6,4,2018-07-22,0.17,2,167
19224321,Villa Adriana,70289175,Αλεξανδρος,,Αποκορώνου,35.42681,24.1641,Entire home/apt,135,3,12,2018-10-08,0.51,1,293
19225458,Alexandra's Lighthouse View,132739590,Vicky,,Χανίων,35.51784,24.01916,Entire home/apt,250,3,21,2019-06-19,0.88,2,301
19228103,Marika's House in central Crete,10510033,Christine,,Ρεθύμνης,35.24098,24.3411,Entire home/apt,85,2,1,2019-05-29,1,1,131
19230864,Themis Villa Kirianna,17037893,Despina,,Ρεθύμνης,35.34023,24.60523,Entire home/apt,200,1,0,,,3,301
19230954,"Rodialos, Pasiphae Suite",4076272,Robin,,Μυλοποτάμου,35.4193,24.67608,Private room,150,4,1,2017-08-21,0.04,2,360
19231061,Kostas Homes,13979426,Kostas,,Πλατανιά,35.5591,23.75558,Entire home/apt,55,5,1,2018-07-24,0.09,1,160
19231911,NiSta House,134645954,Georgios,,Ιεράπετρας,35.02305,25.87756,Entire home/apt,120,3,7,2018-09-24,0.30,1,121
19232706,Themis Villa 2 Kirianna,17037893,Despina,,Ρεθύμνης,35.34244,24.60359,Entire home/apt,200,1,0,,,3,304
19234126,Βιλλα Ελενα & Αρετη,81579576,Vasiliki,,Ρεθύμνης,35.35236,24.59038,Entire home/apt,110,3,1,2018-05-27,0.08,3,109
19235844,On top of Axos Village in the mountains of Crete!,1494169,Ana From Ana'S Place!,,Ανωγείων,35.30379,24.83803,Entire home/apt,49,3,0,,,1,0
19236228,Moments Villa,96935428,Εβιτα,,Σητείας,35.18175,25.9052,Entire home/apt,200,3,0,,,1,0
19236901,"Luxury 4BR Villa:Private Pool, Garden, Near Chania",11168857,Unique Villas,,Χανίων,35.50104,23.97549,Entire home/apt,300,4,4,2018-08-31,0.17,169,343
19237229,MELINAS MAISONETTE,134681005,Stelios,,Χανίων,35.48103,24.05795,Entire home/apt,50,3,4,2017-08-23,0.17,1,0
19237548,Luxury Maisonette by the Sea with Private Yard,134680397,George,,Μινώα Πεδιάδας,34.98686,25.29423,Entire home/apt,55,2,10,2019-06-25,0.43,1,315
19238484,Studio apartment (Α4) close to the city center,66334252,Giannis,,Ηρακλείου,35.3364,25.11986,Entire home/apt,25,3,18,2018-09-04,0.77,6,260
19240727,Cozy studio apartment in Heraklion,1368844,Dimitris,,Ηρακλείου,35.33129,25.12357,Entire home/apt,26,5,29,2019-06-17,1.20,1,215
19242845,AMALIA HOUSE,134728036,Amalia,,Φαιστού,35.02841,24.76324,Entire home/apt,100,3,15,2019-06-03,0.66,1,288
19243547,Poseidon Double Studio in Paleohora,128003350,Niki,,Καντάνου - Σέλινου,35.23221,23.68076,Private room,55,2,14,2019-06-11,0.60,4,109
19246622,Anastasia Apartments (sea view),16909916,Alexia,,Μυλοποτάμου,35.41558,24.78216,Private room,35,1,3,2018-08-12,0.24,5,0
19247144,The Island House,113975635,Maria,,Σητείας,35.18195,25.90663,Entire home/apt,72,2,15,2019-04-23,0.64,2,324
19253513,Evagelia Suites (GREEN),90177208,Nikolaos,,Ρεθύμνης,35.38757,24.6017,Entire home/apt,85,1,0,,,44,160
19255861,PolMarie apartment with great view and garden,134840761,Antonis,,Μυλοποτάμου,35.40444,24.69982,Entire home/apt,38,3,17,2019-06-13,0.73,1,193
19256701,seaside KLADISSOS VILLA with the pool and barbeque,133184752,Kladissos,,Μαλεβιζίου,35.41037,25.01517,Entire home/apt,290,5,30,2019-06-12,1.27,1,159
19256726,Cozy Studio in Rethymno,134845398,Margarita,,Ρεθύμνης,35.36487,24.4924,Entire home/apt,50,2,7,2019-04-12,0.29,3,201
19257702,Thrasivoulo's Family Country House,132900507,Despoina,,Πλατανιά,35.50312,23.87828,Entire home/apt,65,3,25,2019-06-23,1.06,1,156
19263216,Shared Studio  2  for persons or group,114348415,Theodosia,,Χανίων,35.5121,24.019,Shared room,16,2,8,2018-09-15,0.33,4,202
19265701,Villa Star with private pool,90614405,Stelios,,Ρεθύμνης,35.34985,24.54829,Entire home/apt,228,4,10,2019-06-07,0.70,33,58
19266199,Villa Fengari with private pool,90614405,Stelios,,Ρεθύμνης,35.34975,24.54917,Entire home/apt,214,4,13,2019-06-01,0.88,33,48
19266340,WESTERN SUN NEAR BALOS AND FALASSARNA,130210426,Ματινα,,Κισσάμου,35.51085,23.63272,Entire home/apt,100,3,10,2018-09-10,0.44,2,235
19266729,Astrantia Apartments 1  with amazing sea view,89738776,Ελενη,,Χανίων,35.52046,24.04291,Entire home/apt,70,2,3,2018-08-27,0.13,2,219
19268383,Cute apartment with a small loft 20min from center,84902368,Zoe,,Χανίων,35.50367,24.03065,Entire home/apt,54,3,27,2018-09-28,1.12,2,310
19268708,Christina rooms Elounda Crete,134924131,Marianna,,Αγίου Νικολάου,35.25969,25.72747,Private room,80,2,2,2018-07-22,0.10,2,354
19268902,"Villa Olive Branch Plaka, Almyrida",46577237,Merete,,Αποκορώνου,35.45398,24.21134,Entire home/apt,198,3,7,2018-07-26,0.31,1,300
19269312,Astrantia Apartments  with an ideal backyard,89738776,Ελενη,,Χανίων,35.51978,24.04323,Entire home/apt,55,2,6,2018-08-19,0.26,2,143
19270398,Christina rooms Elounda Crete 3,134924131,Marianna,,Αγίου Νικολάου,35.25915,25.72878,Private room,75,2,0,,,2,360
19270997,Peaceful country apartment with fantastic views,5813203,Eugenia-Evienìa,,Πλατανιά,35.51365,23.81444,Entire home/apt,30,4,3,2017-09-14,0.13,2,360
19271756,TESSERA Urban Chania,22149323,Georgia,,Χανίων,35.51314,24.02165,Entire home/apt,75,2,1,2017-07-21,0.04,5,317
19276597,Studios Vasilis 21,128825626,Vasilis,,Χανίων,35.51969,23.92039,Entire home/apt,65,2,1,2018-07-13,0.09,4,61
19276972,"Light Blue Apartment, 2 BD, sharing pool",40567005,Emmanuel & Yannis,,Χανίων,35.53187,24.05197,Entire home/apt,80,5,13,2019-05-19,0.54,186,316
19277096,Studios Vasilis 23,128825626,Vasilis,,Χανίων,35.51836,23.91912,Entire home/apt,65,2,6,2017-10-08,0.25,4,74
19277811,"HRISI AKTI APT-CH,600m from sea,3bd,modern flat!",135005065,Stamatia,,Χανίων,35.51024,23.98755,Entire home/apt,70,3,27,2019-06-04,1.13,1,33
19278582,30sq.m apartment 5' by car to sea PANORAMIC VIEW,79502474,Stella,,Αγίου Βασιλείου,35.19753,24.40179,Entire home/apt,35,2,7,2019-04-08,0.30,6,22
19279060,Ocean Apartment,131748246,Georgia-Anastasia,,Φαιστού,35.08237,24.74121,Entire home/apt,52,1,19,2018-09-19,0.77,2,166
19281251,Villa Kirianna with private pool,90614405,Stelios,,Ρεθύμνης,35.34611,24.60132,Entire home/apt,188,4,5,2019-05-15,0.51,33,44
19287903,"SeaFront Apartment, near beach and Chania Center!",115195218,Michael,,Χανίων,35.51115,24.00406,Entire home/apt,69,3,20,2019-06-06,0.83,6,44
19289096,Studio apartment (Α3) close to the city center,66334252,Giannis,,Ηρακλείου,35.33495,25.12094,Entire home/apt,30,3,14,2018-09-25,0.60,6,271
19289684,Comfy apartment at the heart of the city center,117596872,Anthi & Yiannis,,Ηρακλείου,35.33678,25.13335,Entire home/apt,55,1,68,2019-06-12,2.78,4,258
19290051,Luxury Villa with Private Pool & superb sea view,38320877,Yannis,,Σητείας,35.18107,25.90483,Entire home/apt,230,7,0,,,4,39
19290414,Villa Elion with Pool and Amazing Views,135079742,Ioanna,,Χανίων,35.49664,24.16498,Entire home/apt,500,5,4,2018-08-18,0.17,1,99
19291282,Roula's apartment #2,135087309,John-Roulas,,Χανίων,35.50991,24.01012,Entire home/apt,90,3,8,2019-06-12,0.34,3,217
19292284,HORIZONTE Loft,17418633,Marili,,Κισσάμου,35.49082,23.65548,Entire home/apt,79,3,24,2019-06-15,0.99,4,301
19293275,TRIA Urban Chania,22149323,Georgia,,Χανίων,35.51447,24.0229,Entire home/apt,85,2,3,2017-09-18,0.13,5,307
19297818,Dimitra Luxury Apartment,80516988,Σταυρουλα,,Αποκορώνου,35.36339,24.25996,Entire home/apt,50,2,6,2019-04-17,0.25,4,248
19301343,Elegant villa with serene mountain and sea views,41274700,Turquoise,,Αποκορώνου,35.45539,24.22574,Entire home/apt,447,4,1,2018-07-16,0.09,31,299
19302039,Ideal apartment for unique holidays in Ierapetra!,67011684,Katerina,,Ιεράπετρας,35.00943,25.74087,Entire home/apt,50,2,4,2018-08-11,0.17,6,157
19302553,Charming apartment in Rethimno city,127336523,Fay,,Ρεθύμνης,35.36487,24.46939,Entire home/apt,120,4,0,,,2,92
19305340,Iris Seafront Suite,12808214,Simos,,Χανίων,35.51657,24.02497,Entire home/apt,150,2,78,2019-06-08,3.25,2,192
19308334,Sea view★outdoor heated Jacuzzi★ BBQ,22059572,Fabio,,Πλατανιά,35.51099,23.83397,Entire home/apt,65,4,11,2019-05-25,0.46,117,29
19309497,KORALIA,135230882,Anna,,Χανίων,35.52245,24.05267,Entire home/apt,135,3,6,2019-06-12,0.28,1,94
19312055,Rooms 20 meters away from the sea!!!,134397456,Αλέξανδρος,,Κισσάμου,35.49497,23.58118,Private room,30,1,61,2018-10-04,2.50,1,237
19313367,Sunny Quiet Apartment out of city center,135193976,Evdoxia,,Ηρακλείου,35.32334,25.10322,Entire home/apt,60,2,5,2017-09-15,0.21,1,0
19313857,NEXT TO KNOSSOS & Venizeleio. Near to airport,67240693,Kalliopi,,Ηρακλείου,35.30417,25.152,Entire home/apt,43,1,38,2019-06-09,1.56,1,333
19313987,Alicia's beach flat II,2344395,Alicia,,Χανίων,35.51482,24.01051,Entire home/apt,49,2,7,2018-08-30,0.29,5,349
19320463,Akrogiali #4,93904542,Marina'S,,Βιάννου,34.99879,25.37748,Entire home/apt,40,2,0,,,18,338
19320953,TERRE CRETOISE - PASIPHAE - ΚΡΗΤΙΚΗ ΓΗ,85579887,Manolis,,Αγίου Νικολάου,35.26056,25.66515,Entire home/apt,29,3,11,2019-06-06,0.50,4,64
19323763,TWO BEDROOM DETACHED VILLA WITH PRIVATE POOL,58832147,Douliana,,Αποκορώνου,35.42954,24.19309,Entire home/apt,200,2,0,,,18,0
19323965,New cute apartment,132153510,Maria,,Ρεθύμνης,35.366,24.46672,Entire home/apt,40,2,30,2018-09-29,1.25,2,46
19324151,Barbara Studios-Superior Apartment With Terrace,5055055,Panos & Iro,,Ρεθύμνης,35.37031,24.47529,Entire home/apt,100,2,1,2018-06-25,0.08,5,206
19324939,Domenica House,15453545,Giorgos Marakis,,Ρεθύμνης,35.36753,24.5084,Private room,100,3,3,2018-09-09,0.22,5,62
19324978,Olive Tree Hillside Apartment+shared swimming pool,135361356,Julia&Theo,,Χανίων,35.50487,23.94835,Entire home/apt,70,3,12,2018-10-27,0.52,1,313
19327204,Villa Katerina apartment 1,135339437,Katrin,,Χανίων,35.50765,23.97397,Entire home/apt,80,2,16,2019-06-15,0.67,2,303
19328528,Nival Luxury Suites with terrace,41283639,Nikoleta,,Χανίων,35.5161,24.02029,Entire home/apt,170,2,3,2018-06-11,0.13,2,364
19328828,"Modern 3 Bedroom Apartment, FULLY EQUIPPED",133755312,Elena,,Ηρακλείου,35.32792,25.12125,Entire home/apt,89,1,15,2019-04-12,0.65,2,344
19329729,Luxury Veranda Suite,22423016,Sophia,,Χερσονήσου,35.29074,25.46046,Private room,170,2,0,,,5,1
19329928,Feel Like a Local in a Design Home Ten Minutes from Old Town,45355828,Elina,,Χανίων,35.5091,24.0146,Entire home/apt,35,4,79,2019-06-22,3.27,1,243
19336698,VOUKAMVILIA,92420552,Ειρηνη,,Κισσάμου,35.49444,23.61385,Entire home/apt,150,3,27,2019-06-15,1.14,1,276
19337516,Superior Sea View Apartment Castello Di Porto,7256116,Lefteris,,Μυλοποτάμου,35.41818,24.69108,Entire home/apt,75,2,1,2017-08-13,0.04,8,300
19338908,Private apartment very close to the sea,124851800,Giannis,,Φαιστού,35.025,24.76203,Entire home/apt,38,2,19,2018-10-15,0.79,1,139
19340065,Maistrali,135492090,Manos,,Αγίου Βασιλείου,35.19905,24.31887,Entire home/apt,100,4,11,2019-06-11,0.48,1,269
19340088,Villa with pool mountain views beach 5 mins drive,118087825,Abby,,Μυλοποτάμου,35.414,24.71859,Entire home/apt,110,3,15,2019-06-20,0.64,1,281
19343571,Villa Dafni-Listaros,30826531,Cretan,,Φαιστού,34.99878,24.81501,Entire home/apt,233,7,0,,,11,302
19344234,Villa Engel,135532162,Ioannis,,Αποκορώνου,35.3361,24.28519,Entire home/apt,45,5,16,2018-08-14,0.66,1,237
19344540,Double Sea-View Suite in the heart of old harbor,135537349,Aria,,Χανίων,35.51646,24.01701,Entire home/apt,150,2,3,2019-06-01,0.30,2,88
19344741,NEW VILLAS AVAILABLE & CAR OFFER,133116004,Ioannis,,Ρεθύμνης,35.35549,24.58741,Entire home/apt,105,1,0,,,6,96
19346292,Traditional Home,135554249,Iraklis,,Γόρτυνας,34.9448,25.05233,Entire home/apt,50,3,0,,,1,365
19350561,Two-bedroom Suite in the heart of old harbour,135537349,Aria,,Χανίων,35.5159,24.01627,Private room,150,2,3,2019-06-07,0.24,2,85
19352130,Central Fully Equipped Apartment (Heraklion Creta),135609501,Christina,,Ηρακλείου,35.33467,25.14304,Entire home/apt,40,1,76,2019-06-24,3.19,1,123
19352611,calle veneziana,100480184,Manos,,Χανίων,35.51741,24.0228,Entire home/apt,80,3,38,2019-06-19,1.59,1,315
19352695,''Ortaki'' house,135613040,Holidays Chania,,Χανίων,35.43659,24.02727,Entire home/apt,65,4,2,2018-08-23,0.09,1,332
19352853,Traditional Stone House Villa,25055046,Ilias,,Φαιστού,35.01867,24.80578,Entire home/apt,70,3,22,2019-05-29,1.02,1,210
19354161,Yuka'House,135628348,Sylvie,,Χερσονήσου,35.30401,25.30147,Entire home/apt,86,2,1,2018-06-28,0.08,1,121
19354984,luxurious villa amongst an orange garden,41274700,Turquoise,,Πλατανιά,35.50769,23.85619,Entire home/apt,350,4,0,,,31,311
19355429,Cozy apartment in beautiful Panormo,25892911,Markos,,Μυλοποτάμου,35.41412,24.69202,Entire home/apt,65,3,2,2017-08-14,0.09,1,313
19357161,Villa Oasis,30826531,Cretan,,Φαιστού,35.0348,24.79028,Entire home/apt,200,7,0,,,11,259
19357525,Mama Alexandra house,135661762,Nikolaos,,Κισσάμου,35.49333,23.66104,Entire home/apt,43,3,12,2018-09-26,0.51,1,86
19358642,Luxury new villa Anemeli- Special offer!!,72711523,Holiways,,Κισσάμου,35.48747,23.65241,Entire home/apt,290,3,0,,,88,305
19358701,IdolioSuite,135397467,Andreas,,Χερσονήσου,35.31392,25.3962,Entire home/apt,180,3,6,2019-04-18,0.25,1,289
19359941,Santy Villa,72842280,George,,Πλατανιά,35.51752,23.87355,Entire home/apt,110,2,3,2019-06-11,0.13,1,334
19360264,Apartment Elissavet,135687008,Haris,,Αποκορώνου,35.45033,24.17376,Entire home/apt,69,2,7,2018-09-26,0.31,1,331
19360293,OLIVE TREE HOUSE,135686526,Christos,,Χερσονήσου,35.31466,25.38038,Entire home/apt,69,3,3,2019-06-02,0.26,1,130
19362008,Chrisi 's House,135704795,Νικόλαος,,Αποκορώνου,35.44625,24.20162,Entire home/apt,49,3,30,2019-06-15,1.25,1,308
19362077,"Amazing valley view, traditional home ""Giafka""",135701387,Eirini-Giorgos,,Χανίων,35.52634,24.08843,Entire home/apt,39,3,12,2018-10-18,0.52,1,337
19362825,"Artemis Sudios, Studio Amarillo",135712420,Vasilis,,Ρεθύμνης,35.37137,24.47431,Entire home/apt,34,4,19,2018-09-24,0.79,2,90
19362957,"Artemis Studios, The Garden Studio",135712420,Vasilis,,Ρεθύμνης,35.3691,24.47426,Entire home/apt,34,5,22,2019-06-09,0.92,2,99
19363892,Family & friends spacious old town/beach apt,2344395,Alicia,,Χανίων,35.51379,24.01316,Entire home/apt,135,2,34,2019-06-16,1.44,5,324
19368613,Estrella  Mamouth studio,99219831,Stella,,Χανίων,35.51576,24.03779,Entire home/apt,40,1,44,2019-04-04,1.80,3,271
19370848,Agora Apartments_ground floor,118793865,Giorgos,,Κισσάμου,35.49399,23.65681,Entire home/apt,48,2,11,2018-09-27,0.47,3,44
19371707,DRETOS APARTMENTS,135070299,Ioannis,,Ρεθύμνης,35.36803,24.50104,Entire home/apt,33,2,2,2018-01-24,0.09,1,1
19371787,Quiet apartment with view in city centre,18039955,Anastasia,,Σητείας,35.21039,26.10689,Entire home/apt,55,5,2,2018-09-30,0.09,3,144
19371950,"Villa Francesca, Next to City & Beach!",12389816,Kostas,,Ρεθύμνης,35.34605,24.45733,Entire home/apt,490,7,6,2018-10-26,0.26,142,290
19372206,Studio apartment (Α5) close to the city center,66334252,Giannis,,Ηρακλείου,35.33678,25.12181,Entire home/apt,35,3,9,2018-08-17,0.40,6,297
19375850,Nival Luxury Suites with balcony,41283639,Nikoleta,,Χανίων,35.5163,24.022,Private room,100,1,4,2018-06-13,0.16,2,179
19376279,Kamara,135818974,Larry,,Πλατανιά,35.5304,23.74494,Private room,120,5,0,,,1,0
19379937,Agora Apartment_first floor,118793865,Giorgos,,Κισσάμου,35.4935,23.65541,Entire home/apt,33,2,4,2018-09-07,0.17,3,47
19380153,Platanias Sea View Apartment K&K,71826076,Dimitrios,,Πλατανιά,35.5145,23.90966,Entire home/apt,30,1,21,2018-10-01,0.88,1,361
19380173,"Chersonisos Sea,   Lovely Big & Simple Apartment",135844588,Ποπη,,Χερσονήσου,35.31316,25.39646,Entire home/apt,68,2,2,2018-08-13,0.17,1,337
19380418,Secret Nest Studio 2,125808685,Stella,,Αγίου Βασιλείου,35.19111,24.39213,Entire home/apt,40,2,11,2019-01-16,0.86,6,317
19380424,Zeus House,30826531,Cretan,,Οροπεδίου Λασιθίου,35.17449,25.50153,Entire home/apt,198,7,0,,,11,337
19380434,Eldar Studio 1  ΕΛΝΤΑΡ ΣΤΟΥΝΤΙΟ 1 ΠΑΛΑΙΟΧΩΡΑ,135846900,Μανια,,Καντάνου - Σέλινου,35.23129,23.6814,Entire home/apt,30,2,52,2019-06-25,2.16,2,282
19380551,Studio 2.8 near city center,3734459,George,,Ηρακλείου,35.33168,25.12516,Entire home/apt,20,2,39,2019-06-09,1.71,10,228
19381034,Secret Nest Apartment,125808685,Stella,,Αγίου Βασιλείου,35.19268,24.39129,Entire home/apt,60,3,7,2018-10-10,0.61,6,317
19381925,Sellia Platanos Studio 1,125808685,Stella,,Αγίου Βασιλείου,35.20174,24.37946,Entire home/apt,40,2,1,2018-08-20,0.10,6,353
19382712,Sellia Platanos Studio 2,125808685,Stella,,Αγίου Βασιλείου,35.20373,24.37883,Entire home/apt,40,2,0,,,6,353
19383051,White Lake,135820575,Χρήστος,,Κισσάμου,35.30712,23.53568,Entire home/apt,120,2,12,2019-05-21,0.51,2,120
19383085,Sellia Platanos Studio 3,125808685,Stella,,Αγίου Βασιλείου,35.20206,24.37779,Entire home/apt,40,2,0,,,6,353
