id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
13432,Apartments in Kolymbari-1,51279,Travel & Tourism Greece,,Πλατανιά,35.53882,23.7815,Private room,50,1,1,2015-06-11,0.02,47,143
27966,Heraklion-Pinelopi Apartment,120502,Antonia & Manolis,,Μαλεβιζίου,35.33198,25.08182,Entire home/apt,39,2,439,2019-06-21,4.61,6,288
28970,artists' house in the old town,124670,Eirini,,Ηρακλείου,35.34005,25.12809,Entire home/apt,70,1,52,2017-10-16,0.48,2,23
29130,"Villa Kallergi - Athena, 10+ guests",125281,Dimitrios,,Ρεθύμνης,35.35596,24.5841,Entire home/apt,280,4,8,2019-06-17,0.13,3,323
29849,"Villa Kallergi - Nefeli, 6+ guests",125281,Dimitrios,,Ρεθύμνης,35.35441,24.58713,Entire home/apt,190,4,3,2018-08-15,0.05,3,314
29856,Matala Dimitris Villa and Hotel,128653,Dimitris,,Φαιστού,34.99333,24.75035,Private room,50,1,38,2019-05-20,0.36,2,212
30162," 2 storey Loft in Heraklion, Crete",59966,Nicole,,Ηρακλείου,35.3409,25.13154,Entire home/apt,190,2,18,2018-08-27,0.26,3,363
31023,Guesthouse Chryssoula Room No1,133208,Chryssoula,,Χανίων,35.51591,24.01751,Entire home/apt,29,2,246,2019-06-14,2.91,4,184
31789,Kissamos Windmills ,136649,Georgios,,Κισσάμου,35.49762,23.69768,Entire home/apt,200,3,2,2012-09-23,0.02,1,365
34280,Bellevue Village&Suites in Crete#1,147711,George,,Μαλεβιζίου,35.39836,25.02334,Entire home/apt,30,2,103,2019-06-23,1.39,15,39
54291,Villa for 8 persons- Asteri village near Rethymno,51279,Travel & Tourism Greece,,Ρεθύμνης,35.36809,24.59954,Entire home/apt,180,7,0,,,47,64
78955,MIRSINI Beautiful Rooms in Crete,424686,Petros,,Αγίου Νικολάου,35.19541,25.71457,Private room,29,1,105,2019-06-23,1.26,7,202
81174,ONLY 5 MIN.WALK FROM SANDY BEACH,439663,Lilian,,Αποκορώνου,35.44815,24.20058,Entire home/apt,50,2,24,2018-08-07,0.25,6,179
88239,Ag Marina Crete seaview b) 2/3 pers,482789,"V Life Aptms Agia Marina, Chania,",,Χανίων,35.51283,23.9279,Entire home/apt,55,1,46,2019-06-10,0.65,8,114
89694,2 bedrooms villa near Kissamos,51279,Travel & Tourism Greece,,Κισσάμου,35.41732,23.57061,Entire home/apt,170,7,0,,,47,52
91859,One bedroom suite - Esthisis suites,495505,Katerina & Nikolaos,,Πλατανιά,35.51547,23.90949,Private room,49,1,22,2018-12-15,0.23,7,199
99221,Family Bikakis Rooms & Apartments,522617,Yiannis,,Κισσάμου,35.49491,23.65712,Private room,45,1,7,2018-06-12,0.12,5,365
110088,LUX STUDIO/9/ POOL 19KM WEST CHANIA,566704,Dimitris,,Πλατανιά,35.53104,23.80401,Private room,70,3,12,2014-07-25,0.14,9,141
110298,"Villa AMALIA, Mirabello gulf view",567310,Elena,,Αγίου Νικολάου,35.21314,25.70999,Entire home/apt,45,4,36,2018-04-18,0.42,3,288
124210,Coral Villa near Kissamos,51279,Travel & Tourism Greece,,Κισσάμου,35.41723,23.56501,Entire home/apt,220,7,0,,,47,29
130214,8 persons villa near Chania B HAR,51279,Travel & Tourism Greece,,Πλατανιά,35.5072,23.81132,Entire home/apt,204,7,1,2015-06-13,0.02,47,31
130223,12 persons villa near Chania,51279,Travel & Tourism Greece,,Πλατανιά,35.50765,23.81176,Entire home/apt,264,7,0,,,47,41
132418,Villa in Kolympari,51279,Travel & Tourism Greece,,Πλατανιά,35.5387,23.77704,Entire home/apt,144,7,0,,,47,55
133275,PORTO KALYVES Apt Breathtaking View 04,654765,George,,Αποκορώνου,35.4571,24.16634,Private room,53,3,20,2018-07-18,0.24,5,1
136335,Villa Pelagia *CRETE* *Private Pool* 2bdrms *WiFi*,667548,Pelagia,,Ρεθύμνης,35.38348,24.62085,Entire home/apt,100,3,7,2017-10-28,0.10,3,295
136741,"Villa, Private Pool, Garden, BBQ",669281,Anastasia,,Ρεθύμνης,35.34712,24.42428,Entire home/apt,130,2,84,2019-06-23,1.18,3,261
139192,"*Palaiochora House N1, Crete*",678986,Mihalis,,Καντάνου - Σέλινου,35.23826,23.67786,Entire home/apt,75,3,25,2018-10-20,0.42,6,273
141647,Valentino Apartments (apartment 3),688758,Kostis,,Μυλοποτάμου,35.4104,24.78245,Entire home/apt,29,3,27,2019-05-12,0.28,7,280
143328,apartment 5,695521,Ageliki,,Φαιστού,35.03679,24.79455,Entire home/apt,112,2,14,2019-06-07,0.56,1,189
143616,"Villa MINOOS,old harbour Chania",696551,Lena,,Χανίων,35.51555,24.02192,Entire home/apt,115,3,18,2017-08-04,0.21,16,348
147225,"Kavousi Villa, come all year round",688758,Kostis,,Ρεθύμνης,35.3096,24.6097,Entire home/apt,100,3,20,2018-08-23,0.24,7,205
149874,budget studio near to the sea!,722460,George,,Ηρακλείου,35.32066,25.19088,Entire home/apt,20,1,97,2019-06-10,1.01,2,265
160516,Olive  Tree Cottages 3+4+5,768933,Georgia,,Καντάνου - Σέλινου,35.25587,23.68852,Entire home/apt,85,3,2,2012-09-24,0.02,4,356
166308,"Craft Deco Studio by the Sea in Kalyves, Crete!",792863,Lia,,Αποκορώνου,35.45018,24.17858,Entire home/apt,29,6,14,2019-06-01,0.19,5,296
173307,Kissamos Hospitality,827387,Katerina,,Κισσάμου,35.48202,23.68748,Private room,31,1,63,2019-06-13,1.75,1,83
186764,Apt2 @ Mamangakis Apartments,897791,Costa,,Ρεθύμνης,35.36422,24.45498,Private room,34,2,118,2019-06-19,1.42,4,317
187725,Apt3 @ Mamangakis Apartments,897791,Costa,,Ρεθύμνης,35.36281,24.45568,Private room,30,2,106,2019-06-20,1.26,4,283
188315,ERATO spacious 1 bedroom flat,907228,Areti,,Πλατανιά,35.5163,23.85892,Private room,60,1,5,2019-06-09,0.11,5,328
188442,Great house in beautiful location,907864,Rose,,Μαλεβιζίου,35.25492,24.98973,Entire home/apt,65,3,75,2019-05-16,0.78,1,225
198693,"Fantastic ""Villa Paparouna"" overlooking Chania",970107,Antonios,,Χανίων,35.51486,24.05472,Entire home/apt,96,2,10,2019-06-16,0.78,1,97
207712,Villa for 5 people with pool close to Rethymnon,51279,Travel & Tourism Greece,,Μυλοποτάμου,35.36477,24.69921,Entire home/apt,140,7,0,,,47,81
216367,"Junior Suite, Open Plan with terrace & shared pool",1116864,Yiannis,,Ρεθύμνης,35.28771,24.3349,Entire home/apt,118,2,15,2019-04-02,0.18,2,305
226496,Valentino Apartments (apartment 4) ,688758,Kostis,,Μυλοποτάμου,35.41499,24.7833,Entire home/apt,29,3,1,2012-10-03,0.01,7,304
228105,Valentino Apartments (apartment 2-ground floor),688758,Kostis,,Μυλοποτάμου,35.41485,24.78387,Entire home/apt,29,3,8,2019-04-20,0.13,7,314
228141,Valentino Apartments (apartment 6) ,688758,Kostis,,Μυλοποτάμου,35.41518,24.78389,Entire home/apt,34,3,12,2018-08-27,0.14,7,283
228597,Valentino Apartments (studio 1b) ,688758,Kostis,,Μυλοποτάμου,35.41463,24.78332,Private room,22,3,12,2018-06-26,0.13,7,314
229469,Villas complex- Special offer,51279,Travel & Tourism Greece,,Αγίου Νικολάου,35.24162,25.72582,Entire home/apt,90,1,33,2019-05-04,0.47,47,111
229478,3 bedroom villa near Kissamos,51279,Travel & Tourism Greece,,Κισσάμου,35.41795,23.57043,Entire home/apt,185,7,0,,,47,70
229486,8 people villa near Chania,51279,Travel & Tourism Greece,,Πλατανιά,35.50646,23.81201,Entire home/apt,204,7,0,,,47,29
232544,Hawk hill Cottage in olive trees,1216636,Sofia,,Πλατανιά,35.47112,23.89768,Entire home/apt,45,3,68,2018-10-09,0.82,1,344
232942,3 Bedroom villa in Rethymno,51279,Travel & Tourism Greece,,Ρεθύμνης,35.37688,24.60607,Entire home/apt,146,6,0,,,47,34
243069,4 bedroom villas in Loutra Rethymnon,51279,Travel & Tourism Greece,,Ρεθύμνης,35.35558,24.58684,Entire home/apt,118,7,0,,,47,90
244005,"Villas in Mpali, Rethymnon",51279,Travel & Tourism Greece,,Μυλοποτάμου,35.39122,24.78433,Entire home/apt,200,7,1,2015-09-25,0.02,47,173
245792,Rodakino Luxury villas,51279,Travel & Tourism Greece,,Αγίου Βασιλείου,35.19144,24.33386,Entire home/apt,120,7,1,2016-10-29,0.03,47,108
254065,Modern Two BedRoom Apartment with Loft,1328528,Minas,,Ηρακλείου,35.32926,25.11341,Entire home/apt,45,3,1,2016-08-05,0.03,1,360
255160,"Stone Villas, 5 beds #1 & 2",51279,Travel & Tourism Greece,,Ρεθύμνης,35.38776,24.60904,Entire home/apt,120,7,0,,,47,25
255193,Stone villa 6 beds,51279,Travel & Tourism Greece,,Ρεθύμνης,35.38603,24.60933,Entire home/apt,132,7,1,2016-04-09,0.03,47,21
256355, Apt No 3 with panoramic sea view,1348409,Artemis,,Αποκορώνου,35.44982,24.19856,Entire home/apt,80,4,15,2019-04-22,0.30,5,142
257971,Luxurious residence complex 6 per B Mir,51279,Travel & Tourism Greece,,Πλατανιά,35.51466,23.78948,Entire home/apt,160,4,0,,,47,97
262286,Villa Irini Crete Family Villas,1376064,Jocelyne,,Ηρακλείου,35.24949,25.02612,Entire home/apt,200,5,0,,,1,0
280889,Magical Sea View Studio Chalet Close to Beaches !,705349,Pamela,,Ηρακλείου,35.31369,25.18968,Entire home/apt,35,7,87,2019-06-11,1.01,2,250
285085,Furnished apartments  in Maleme,1484120,Sara,,Πλατανιά,35.51919,23.85875,Entire home/apt,50,1,17,2019-06-14,0.28,3,356
297742,"seaview of Libyan Sea, comfy studio with terrace",1539943,Silvia,,Ιεράπετρας,35.0074,25.82397,Private room,50,6,5,2018-08-20,0.11,1,293
303028,living in the sunshine & cooking classes,1645350,Saveriako,,Μαλεβιζίου,35.40646,24.99066,Entire home/apt,49,3,165,2019-05-26,1.89,5,270
310572,"True Cretan Living at House Sofia, 10 min from Sea",1597830,Manos,,Αποκορώνου,35.31559,24.30897,Entire home/apt,89,2,4,2017-08-07,0.05,81,97
311405,Fantastic Sea View Home close to beaches and city,705349,Pamela,,Ηρακλείου,35.31448,25.18958,Entire home/apt,45,7,51,2018-09-22,0.59,2,248
315496,"Villas M and V in Galatas, Chania",51279,Travel & Tourism Greece,,Χανίων,35.50415,23.96497,Entire home/apt,90,7,1,2014-05-11,0.02,47,75
315525,Luxurious residences complex- 4 per- Ro,51279,Travel & Tourism Greece,,Πλατανιά,35.51355,23.78899,Entire home/apt,102,4,0,,,47,61
316540,Luxurious residences complex- 6 per Ant,51279,Travel & Tourism Greece,,Πλατανιά,35.51394,23.78955,Entire home/apt,135,4,1,2014-09-06,0.02,47,97
321215,Chef Saveriako olive farm retreat,1645350,Saveriako,,Μαλεβιζίου,35.40528,24.99207,Entire home/apt,41,3,149,2019-05-29,1.74,5,254
322415,VILLA  ZOI TRADITIONAL HOUSE,1655357,Zoe,,Αποκορώνου,35.37007,24.15141,Entire home/apt,80,3,11,2018-08-18,0.18,1,113
329772,Beautiful apartment in a splendid villa,1683229,Paul,,Αγίου Βασιλείου,35.11005,24.68871,Private room,129,3,13,2018-10-20,0.16,1,324
333876,Villa Helidona,1700861,Dimitris,,Χερσονήσου,35.2559,25.23778,Entire home/apt,150,7,2,2017-08-23,0.08,1,144
337642,Luxurious stone villa in Crete,1708864,Evangelia,,Κισσάμου,35.51123,23.61125,Entire home/apt,80,3,150,2019-06-19,1.71,3,109
345229,Antonia a luxury villa with pool,1618063,George,,Κισσάμου,35.41729,23.5705,Entire home/apt,190,7,1,2017-04-25,0.04,17,290
346368,Villa Klio with sea view and  pool,1618063,George,,Κισσάμου,35.41798,23.57061,Entire home/apt,170,7,0,,,17,273
346482,Sea front villa Penelope with stunning sea views,1618063,George,,Χανίων,35.58344,24.07258,Entire home/apt,300,7,10,2019-05-06,0.28,17,268
346483,Villa Corallium in Sfinari with amazing sea view,1618063,George,,Κισσάμου,35.41638,23.56567,Entire home/apt,220,7,0,,,17,231
376851,ΒΙΛΛΑ ΠΑΤΡΙΚΟ Υπέροχη πέτρινη βίλα για χαλάρωση,1708864,Evangelia,,Κισσάμου,35.51342,23.60776,Entire home/apt,180,7,50,2019-06-08,0.66,3,138
377309,"old stone house,old habour chania",696551,Lena,,Χανίων,35.51515,24.01728,Entire home/apt,67,3,9,2016-09-28,0.14,16,365
378209,Sea-view studio in Kastri/Keratok  ,1900138,Charlotte,,Βιάννου,34.99982,25.37604,Entire home/apt,39,1,52,2018-10-01,0.62,2,337
384721,Deluxe Apartment with Private Yard and Hot Tub,682052,George,,Καντάνου - Σέλινου,35.28263,23.81312,Entire home/apt,50,3,35,2019-04-24,0.49,11,203
384722,Apartment with private Terrace Mountain View,682052,George,,Καντάνου - Σέλινου,35.28301,23.80959,Entire home/apt,50,2,49,2018-09-26,0.56,11,198
393224,Jasmine House : Authentic village stone house,1966903,Luisa,,Ιεράπετρας,35.05174,25.84662,Entire home/apt,80,3,25,2019-06-19,0.44,3,126
398233,Lemon House: Bucolic village home in lavish garden,1966903,Luisa,,Ιεράπετρας,35.05213,25.84734,Entire home/apt,110,3,3,2019-06-19,0.13,3,309
398311,Patio House : Charming private village home,1966903,Luisa,,Ιεράπετρας,35.05478,25.84749,Entire home/apt,80,3,33,2019-06-15,0.53,3,107
404635,Ikaros sea view 2 bedroom apt,2017049,Nota,,Γόρτυνας,35.00084,24.99895,Entire home/apt,32,5,4,2018-06-24,0.16,8,283
404875,Elounda Solfez Villa (3 bedroom),2017717,Elounda Solfez,,Αγίου Νικολάου,35.232,25.73188,Entire home/apt,258,3,3,2019-04-19,0.06,3,286
404946,Palekastro Sitia Crete Double Room,2017650,Manos,,Σητείας,35.20018,26.25114,Private room,30,1,36,2019-05-26,0.48,6,365
404955,Palekastro Triple Room East Crete,2017650,Manos,,Σητείας,35.19819,26.25186,Private room,39,1,16,2018-07-01,0.27,6,347
405040,Single room Palekastro Sitia Crete,2017650,Manos,,Σητείας,35.19913,26.25209,Private room,29,1,5,2017-10-24,0.07,6,365
405073,"OLD STONE HOUSE,old harbour Chania",696551,Lena,,Χανίων,35.51562,24.01609,Entire home/apt,67,3,22,2019-06-09,0.26,16,349
405178,"Ikaros apt with 1 bedroom, sea view",2017049,Nota,,Ιεράπετρας,35.03664,25.97076,Entire home/apt,35,3,2,2019-04-16,0.20,8,270
407288,3 rooms apartment in Falasarna,51279,Travel & Tourism Greece,,Κισσάμου,35.4978,23.58171,Entire home/apt,70,1,2,2019-05-12,0.04,47,88
407411,Traditional Cretan Stone House /2,1653525,Nikos,,Πλατανιά,35.53475,23.80106,Entire home/apt,45,4,48,2019-06-10,0.56,105,183
407477,3 bedrooms apartment near Falasarna,51279,Travel & Tourism Greece,,Κισσάμου,35.49858,23.6088,Entire home/apt,115,2,0,,,47,86
420919,"Margot ,old town Chania,old habour",696551,Lena,,Χανίων,35.51693,24.02225,Entire home/apt,88,3,19,2017-09-01,0.30,16,344
420920,"Venetian House Margot ,old harbour",696551,Lena,,Χανίων,35.51481,24.02114,Entire home/apt,88,3,12,2018-04-18,0.16,16,358
421308,"Cozy Apartment in Heraklion, Crete",2089545,Matthaios,,Ηρακλείου,35.32425,25.12386,Entire home/apt,33,3,66,2019-06-17,0.90,2,321
423373,TITIKA family flat with big veranda,907228,Areti,,Πλατανιά,35.51475,23.8577,Private room,86,2,7,2018-07-24,0.20,5,315
423470,Artemis-old barn to a family flat,907228,Areti,,Πλατανιά,35.5189,23.87359,Private room,126,2,11,2019-06-17,0.13,5,309
423700,"Villa Zerbera, Chania, Crete",2106818,Eleni,,Πλατανιά,35.46148,23.74907,Entire home/apt,70,2,11,2018-08-22,0.15,3,316
424342,Vacation beach house,1701498,Andie,,Χανίων,35.5904,24.09134,Entire home/apt,111,5,50,2019-06-03,0.58,1,146
425119,Traditional Cretan Stone House /4,1653525,Nikos,,Πλατανιά,35.53277,23.80234,Entire home/apt,50,4,39,2019-06-17,0.46,105,157
436394,KNOSSOS PALACE LUXE VILLA W/ SWIMMING POOL,301707,Penny,,Ηρακλείου,35.28566,25.18617,Entire home/apt,70,2,2,2018-08-12,0.07,3,351
440405,Kyra Vintage House ,1830523,Stelios And Nina,,Χανίων,35.49261,24.04541,Entire home/apt,40,2,42,2018-05-29,0.56,2,123
442207,"Sea & Town Getaway in Chania, Crete",2197053,Nicole & Colette,,Χανίων,35.5154,24.00864,Entire home/apt,75,2,21,2019-05-24,0.37,2,259
450024,"Villa Giasemi, In a Garden of Roses",2234197,Giasemi,,Πλατανιά,35.51864,23.90851,Entire home/apt,64,2,7,2018-08-19,0.10,1,307
453942,"Niriis hotel 2-bed room, 4km west Chania 100m sea",2255488,George,,Χανίων,35.51164,23.97937,Private room,20,2,16,2018-08-25,0.26,4,116
473063,Christina Villa III: Minoan Inland,2345970,Adonis,,Ηρακλείου,35.24828,25.02611,Entire home/apt,153,3,6,2018-04-16,0.16,3,298
475850,Great Location - Cretan Hospitality,2359007,Manos,,Αγίου Νικολάου,35.16767,25.71001,Private room,120,1,0,,,1,223
478675,Unique* Eclectic *Stunning* Sensational* Seaview,2371120,Jacqueline,,Ρεθύμνης,35.35279,24.56253,Entire home/apt,125,3,100,2019-06-13,1.19,1,65
486213,Labyrinth Studios for relaxation,2406429,Fotis,,Αγίου Βασιλείου,35.1838,24.41268,Private room,35,2,16,2019-03-11,0.22,2,117
494520,ILIAKTIDA APARTMENTS/1,566704,Dimitris,,Πλατανιά,35.53094,23.80309,Private room,110,3,9,2015-07-29,0.10,9,141
495690,WoW !!The perfect place in crete,1645350,Saveriako,,Μαλεβιζίου,35.40459,24.99458,Entire home/apt,95,3,108,2019-06-25,1.27,5,286
496837,Superior Sea View Studio/Apartment,899003,Manolis,,Μυλοποτάμου,35.39354,24.69893,Entire home/apt,70,1,3,2013-08-23,0.04,2,73
498272,Villa Anastasia,2459897,Anastasia,,Πλατανιά,35.52284,23.84151,Entire home/apt,350,4,3,2018-09-21,0.26,1,330
503335,ILIAKTIDA APARTMENTS/5,566704,Dimitris,,Πλατανιά,35.53178,23.80416,Private room,70,3,8,2014-08-28,0.09,9,141
503359,ILIAKTIDA APARTMENTS/4,566704,Dimitris,,Πλατανιά,35.53142,23.80343,Private room,110,3,4,2015-08-11,0.05,9,141
513918,Antica Caca Studio Old Town Chania Crete,2531694,Despoina,,Χανίων,35.51734,24.01517,Private room,80,3,5,2014-07-27,0.06,2,364
517002,Caravella Luxury Desing Apartments ,2545071,George,,Καντάνου - Σέλινου,35.23467,23.67803,Entire home/apt,68,1,19,2018-08-26,0.23,2,351
520244,"Cressa Ghitonia - Suite ""Euterpe""",2328418,Aria,,Σητείας,35.15168,25.92424,Private room,139,2,5,2015-08-04,0.08,7,365
520262,"Cressa Ghitonia - Suite ""Clio""",2328418,Aria,,Σητείας,35.15363,25.9232,Entire home/apt,139,1,2,2014-07-08,0.03,7,365
520297,"Cressa Ghitonia - Suite ""Melpomene""",2328418,Aria,,Σητείας,35.15138,25.9241,Private room,119,1,3,2017-08-20,0.05,7,365
522927,Apt5 @ Mamangakis Apartments,897791,Costa,,Ρεθύμνης,35.36471,24.45622,Private room,25,2,132,2019-06-24,1.57,4,311
531056,Rethymno Beach entire apartment!,2608273,Alia,,Ρεθύμνης,35.36549,24.49177,Entire home/apt,38,5,25,2015-10-15,0.30,1,0
536388,Luxurious Historical Villa in Chanias' Old Town,2635253,Maria,,Χανίων,35.51687,24.02372,Entire home/apt,100,5,28,2019-05-06,0.33,1,340
539453,Room with 2 beds in Malia,2626445,Maria,,Χερσονήσου,35.28894,25.45266,Private room,42,1,7,2015-09-07,0.08,5,365
539569,Apartment with 2 rooms in Malia,2626445,Maria,,Χερσονήσου,35.28731,25.4531,Private room,50,1,6,2015-07-30,0.09,5,365
541181,"Villa Tranquila, Sfinari, Crete",2660496,Guy,,Κισσάμου,35.42091,23.56894,Entire home/apt,100,7,25,2018-10-05,0.34,1,339
541261,"Villa Ikaros in Plaka, Chania,Crete",2660920,Stefanos,,Αποκορώνου,35.44662,24.20778,Entire home/apt,260,7,7,2018-08-25,0.14,2,3
543384,Apt No 1 with superb sea views,1348409,Artemis,,Αποκορώνου,35.44766,24.19864,Entire home/apt,45,5,4,2015-05-08,0.05,5,157
543458,Apt No2 with glorious sea view,1348409,Artemis,,Αποκορώνου,35.44831,24.19997,Entire home/apt,66,5,19,2019-04-14,0.23,5,121
543508,Apt No7 with great sea view,1348409,Artemis,,Αποκορώνου,35.44943,24.19828,Entire home/apt,66,5,3,2018-08-18,0.04,5,145
544617,PASIPHAE ART COUNTRY HOUSE IN CRETE,2678353,Ioanna,,Ιεράπετρας,35.04152,25.64457,Entire home/apt,93,2,103,2019-06-24,2.20,3,94
544640,SMARAGDA ART COUNTRY HOUSE IN CRETE,2678353,Ioanna,,Ιεράπετρας,35.04629,25.65135,Entire home/apt,75,2,21,2018-08-12,0.36,3,106
551293,Summer Lodge single room in Crete,2709905,Vassilis & Revekka,,Πλατανιά,35.51846,23.8618,Private room,30,1,27,2019-06-21,0.37,7,174
551459,Superior Family Apartment / SeaView,2602462,Elounda,,Αγίου Νικολάου,35.25767,25.72977,Entire home/apt,100,1,2,2018-07-16,0.04,4,293
555993,Superior One Bedroom Apartment !,899003,Manolis,,Μυλοποτάμου,35.41747,24.68648,Entire home/apt,54,1,5,2015-08-26,0.07,2,59
559339,"Sun ,sea ,super holiday in  Crete",2749676,Anna,,Χανίων,35.5117,23.9282,Entire home/apt,80,2,12,2017-07-24,0.14,1,363
568726,VILLA to enjoy CRETAN hospitality!,2797643,Luxury Int'l Travel Services Ltd,,Μαλεβιζίου,35.39489,24.99202,Entire home/apt,85,2,5,2018-07-18,0.08,2,353
570722,Apartment with outdoor pool/hydromasaz,2804231,Elina,,Κισσάμου,35.49963,23.64388,Entire home/apt,40,1,22,2016-07-15,0.26,5,120
574155,kastro studios & apartments,2835542,Kastro,,Ιεράπετρας,35.0044,25.58511,Entire home/apt,95,2,3,2017-07-18,0.06,2,165
578794,KASTRO ST & APT,2835542,Kastro,,Ιεράπετρας,35.00465,25.58389,Entire home/apt,44,2,5,2017-06-15,0.10,2,176
582232,Awesome Sea View Apartment,2867234,Daph,,Ρεθύμνης,35.35259,24.46437,Entire home/apt,50,14,19,2018-10-26,0.24,1,319
583734,2 bedroom flat next to the beach,2876131,Chrysa,,Ρεθύμνης,35.36676,24.48562,Entire home/apt,62,4,52,2019-06-23,0.62,5,292
585016,Balos & Falassarna Beach Studio,2804231,Elina,,Κισσάμου,35.49882,23.64349,Entire home/apt,40,1,57,2018-10-14,0.71,5,154
585044,Balos & Falassarna Beach  small Studio,2804231,Elina,,Κισσάμου,35.49831,23.6434,Entire home/apt,35,1,42,2018-08-01,0.50,5,133
585050,Apartment with outdoor pool/hydromasaz,2804231,Elina,,Κισσάμου,35.50026,23.64522,Entire home/apt,50,1,11,2018-09-17,0.13,5,111
585256,"*Azogires Crete,Traditional Houses*",678986,Mihalis,,Καντάνου - Σέλινου,35.27152,23.71867,Entire home/apt,45,5,37,2018-10-15,0.52,6,316
605502,"Couple & Family, Apt, in Crete!",2947229,Menelaos,,Ρεθύμνης,35.37553,24.55795,Entire home/apt,33,2,65,2019-06-06,0.78,4,307
605564,"One bed apartment, stunning views and so relaxing!",2999173,Judy,,Αποκορώνου,35.40769,24.19584,Entire home/apt,61,3,69,2019-06-20,0.91,2,272
622211,Magical Hidden Cretan Retreat! Rethymnon. Monopari,3084150,David,,Ρεθύμνης,35.29455,24.42379,Private room,32,3,125,2018-09-21,1.51,2,56
623868,"2 Apartments, Ideal for Family & Friends",2947229,Menelaos,,Ρεθύμνης,35.3698,24.54115,Entire home/apt,85,3,36,2019-04-19,0.45,4,299
629811,Plakias Luxury Seafront Suite/Terpsichore Suite,3129620,Eleni & Giorgos,,Αγίου Βασιλείου,35.183,24.40127,Private room,150,5,0,,,5,350
632012,Apartment with 2 rooms in Malia 2,2626445,Maria,,Χερσονήσου,35.28843,25.45354,Private room,50,1,3,2016-08-17,0.04,5,365
632082,Room with 2 beds in Malia 2,2626445,Maria,,Χερσονήσου,35.28701,25.45135,Private room,42,1,22,2017-05-20,0.31,5,365
632137,Room with 2 beds in Malia 3,2626445,Maria,,Χερσονήσου,35.2874,25.45286,Private room,42,1,4,2015-06-27,0.08,5,365
635543,Alexandra apartment,3167163,Stelios,,Ιεράπετρας,35.04084,25.98435,Private room,50,3,0,,,1,0
650628,"Bed & Breakfast, Ideal for West Crete Attractions",4038477,Kostas,,Κισσάμου,35.49805,23.65404,Private room,100,1,54,2019-05-22,0.71,21,161
651868,"Beautiful aprts near the sea, ELEA",3276179,Michalis,,Χανίων,35.50804,23.98525,Entire home/apt,53,1,31,2018-08-02,0.37,24,333
651925,IRINI Traditional house – “CLASSIC”,3276179,Michalis,,Αποκορώνου,35.36006,24.1732,Entire home/apt,63,3,23,2018-09-06,0.32,24,321
655317,Cretan Villas with Breathtaking View and Pool,2797643,Luxury Int'l Travel Services Ltd,,Μαλεβιζίου,35.39554,24.99426,Entire home/apt,65,2,9,2017-08-21,0.13,2,353
659712,"Waves on the Rock, Sea View  1",3328344,Thodoris,,Πλατανιά,35.53464,23.72592,Entire home/apt,38,2,113,2019-05-27,1.38,2,295
659773,"Family Bikakis for 1 person,",522617,Yiannis,,Κισσάμου,35.49541,23.6577,Entire home/apt,25,1,3,2017-09-25,0.05,5,365
659804,Family Bikakis with kitchen for 2p.,522617,Yiannis,,Κισσάμου,35.4948,23.65718,Entire home/apt,31,1,11,2017-08-20,0.15,5,365
659812,Family Bikakis with kitchen 3p.,522617,Yiannis,,Κισσάμου,35.49375,23.65854,Entire home/apt,45,1,3,2016-08-11,0.05,5,365
659864,Villa Elena *CRETE* *Private Pool* 2bdrms *WiFi*,667548,Pelagia,,Ρεθύμνης,35.38604,24.61437,Entire home/apt,100,2,20,2018-11-03,0.40,3,295
662690,On the beach Suite 1 in Sfakia,3347018,Giorgia,,Σφακίων,35.20282,24.13359,Entire home/apt,60,2,34,2019-05-11,0.47,4,298
662727,"Relaxing Apartment, Kalyves, Crete!",792863,Lia,,Αποκορώνου,35.45229,24.17841,Private room,44,6,9,2019-06-05,0.18,5,289
664288,"Lithos,  traditional house, Creta",3276179,Michalis,,Αποκορώνου,35.37068,24.14887,Entire home/apt,63,1,30,2018-09-24,0.42,24,310
665196,"Revekka Rooms, Free Breakfast, Balos-Elafonisi",4038477,Kostas,,Κισσάμου,35.49878,23.65538,Private room,35,2,66,2019-05-22,0.93,21,151
665235,"Kissamos Center Room, Comfy Bed & Free Breakfast",4038477,Kostas,,Κισσάμου,35.49798,23.65361,Private room,30,2,29,2019-05-09,0.42,21,1
667223,Double Room Or Studio,2602462,Elounda,,Αγίου Νικολάου,35.25738,25.72905,Private room,50,1,1,2016-05-26,0.03,4,365
669241,Eleni's Cretan Escape,3388310,Eleni,,Αγίου Νικολάου,35.16711,25.70751,Entire home/apt,49,5,40,2019-06-09,0.55,1,314
670404,Pervolé 1: Sea Front Apartment,2894699,Andreas,,Αποκορώνου,35.35235,24.3075,Private room,99,5,18,2019-06-15,0.25,2,307
674988,Salvia Villas - Villa Antonios,3265954,Stelios,,Ρεθύμνης,35.34947,24.63473,Entire home/apt,200,5,7,2019-06-22,0.15,3,135
678964,DIMITRA APTS  4  GUEST,3455686,Nikos,,Σητείας,35.1103,26.21823,Entire home/apt,40,1,10,2019-05-14,0.17,5,276
679083,CORAL ON THE BEACH KATO ZAKROS,3455686,Nikos,,Σητείας,35.09766,26.26313,Private room,60,3,16,2019-06-13,0.32,5,281
